id,counterparty_gid,hsbc_intragroup_flag,counterparty_fcy_internal_rating,counterparty_lcy_internal_rating,incorporation_country,lgd_classification,pd_classification,entity_class,sub_class,sector,counterparty_dlgd,govt_guarantee_flag,trade_external_rating,counterparty_external_rating,avc,pra_io_mdb_3_1_flag,exposure_ccy,bond_or_loan_flag,original_maturity,residual_maturity,exposure_amount,expected_yield,counterparty_credit_quality_grade
EXP000471,CP00021,N,1.1,1.1,GB,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3486,N,,AA,1.0,N,CHF,B,8.05,7.20,72388.52,0.0155,INVESTMENT_GRADE
EXP000472,CP00041,N,4.3,4.3,GB,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4546,N,,BB,1.25,N,USD,L,7.72,0.82,3264121.67,0.0289,HIGH_YIELD
EXP000473,CP00029,N,6.2,6.2,PL,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4424,N,,,1.25,N,EUR,B,9.12,4.06,41638971.06,0.0938,NOT_RATED
EXP000474,CP00211,N,4.3,3.1,US,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0644,Y,,BB,1.0,N,PLN,L,8.96,3.01,241631588.38,0.0255,HIGH_YIELD
EXP000475,CP00126,N,3.1,3.1,IT,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0255,Y,,A-,1.0,N,GBP,L,6.52,2.24,192433527.98,0.0239,INVESTMENT_GRADE
EXP000476,CP00098,N,5.1,5.1,GB,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4047,N,,BB-,1.0,N,EUR,B,5.95,4.41,17435345.91,0.0507,HIGH_YIELD
EXP000477,CP00057,N,3.3,4.1,IT,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3840,N,BBB,BBB,1.0,N,USD,B,2.02,0.63,17077257.53,0.0235,INVESTMENT_GRADE
EXP000478,CP00226,N,3.2,0.1,ES,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4571,N,,,1.25,N,GBP,L,8.52,0.70,85347286.88,0.0452,NOT_RATED
EXP000479,CP00117,N,4.2,2.2,IT,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3814,N,BB+,BB+,1.0,N,EUR,B,8.90,6.86,30652074.44,0.0505,HIGH_YIELD
EXP000480,CP00037,N,4.3,0.1,PL,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.0766,Y,BB,BB,1.0,N,USD,B,5.78,2.02,45743388.74,0.0516,HIGH_YIELD
EXP000481,CP00080,N,7.2,7.2,IT,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3948,N,,,1.0,N,GBP,L,4.67,1.12,41983344.81,0.1445,NOT_RATED
EXP000482,CP00116,N,6.2,6.2,CH,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0303,Y,,CCC,1.0,N,PLN,L,6.23,1.93,125049398.56,0.0924,HIGH_YIELD
EXP000483,CP00083,N,0.1,0.1,GB,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4061,N,AAA,AAA,1.0,N,CHF,L,5.47,3.22,1083558.73,0.0364,INVESTMENT_GRADE
EXP000484,CP00106,N,2.1,4.1,NL,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3824,N,A+,A+,1.0,N,SEK,L,5.39,1.83,8234992.44,0.0068,INVESTMENT_GRADE
EXP000485,CP00215,N,6.1,6.1,GB,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.3891,N,,B-,1.0,N,PLN,B,6.52,4.81,18427836.03,0.0888,HIGH_YIELD
EXP000486,CP00213,N,1.1,4.1,US,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4372,N,,AA,1.25,N,GBP,B,5.39,1.99,34236126.23,0.0072,INVESTMENT_GRADE
EXP000487,CP00214,N,0.1,0.1,CH,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0696,Y,AAA,AAA,1.0,N,PLN,B,2.25,0.60,66925099.70,0.0345,INVESTMENT_GRADE
EXP000488,CP00248,N,2.1,2.1,ES,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.3900,N,,A+,1.0,N,EUR,L,6.44,5.69,39661638.31,0.0295,INVESTMENT_GRADE
EXP000489,CP00159,N,5.1,4.3,DE,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.3871,N,,,1.0,N,CHF,L,5.85,2.03,24033145.60,0.0426,NOT_RATED
EXP000490,CP00014,N,2.2,2.2,NL,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4378,N,,A,1.25,N,EUR,L,2.80,1.29,20880819.63,0.0226,INVESTMENT_GRADE
EXP000491,CP00042,Y,5.3,1.2,ES,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4751,N,B,B,1.25,N,CHF,L,8.12,2.44,38588278.44,0.0567,HIGH_YIELD
EXP000492,CP00174,N,4.3,4.3,GB,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4634,N,BB,BB,1.25,N,GBP,L,1.91,1.26,69972703.95,0.0557,HIGH_YIELD
EXP000493,CP00249,N,1.2,1.2,FR,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0363,Y,,,1.0,N,EUR,B,3.66,0.22,99830855.79,0.0080,NOT_RATED
EXP000494,CP00250,N,3.2,5.3,CH,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4780,N,,BBB+,1.25,N,EUR,L,7.01,6.30,24809583.96,0.0150,INVESTMENT_GRADE
EXP000495,CP00230,N,0.1,5.1,US,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4031,N,,,1.0,N,GBP,L,0.75,0.66,7163027.96,0.0425,NOT_RATED
EXP000496,CP00064,Y,4.3,4.3,GB,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.4272,N,BB,BB,1.0,N,PLN,L,1.00,0.25,12870543.96,0.0226,HIGH_YIELD
EXP000497,CP00160,N,4.1,4.1,ES,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4493,N,,,1.25,N,CHF,L,8.07,4.22,51524356.58,0.0485,NOT_RATED
EXP000498,CP00119,N,1.1,2.1,FR,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3963,N,,AA,1.0,N,USD,L,5.52,5.28,33380254.78,0.0280,INVESTMENT_GRADE
EXP000499,CP00253,N,1.1,2.1,ES,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4605,N,,AA,1.25,N,GBP,B,0.88,0.10,1055903.57,0.0179,INVESTMENT_GRADE
EXP000500,CP00254,N,0.1,4.3,GB,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4552,N,,AAA,1.25,N,CHF,L,2.81,2.11,19396611.36,0.0338,INVESTMENT_GRADE
EXP000501,CP00118,N,3.1,2.2,DE,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0298,Y,,A-,1.0,N,CHF,B,8.88,4.41,194420348.37,0.0119,INVESTMENT_GRADE
EXP000502,CP00103,N,5.2,5.2,IT,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4764,N,,B+,1.25,N,USD,L,6.02,3.21,52347406.90,0.0720,HIGH_YIELD
EXP000503,CP00246,N,3.2,3.2,FR,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4689,N,,BBB+,1.25,N,SEK,L,5.79,2.20,66813884.12,0.0303,INVESTMENT_GRADE
EXP000504,CP00130,N,1.2,1.2,GB,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0520,Y,AA-,AA-,1.0,N,EUR,L,1.60,1.44,14036870.33,0.0201,INVESTMENT_GRADE
EXP000505,CP00237,N,6.1,4.3,FR,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4096,N,,,1.0,N,SEK,L,2.29,1.79,28775223.71,0.0916,NOT_RATED
EXP000506,CP00213,N,1.2,5.3,GB,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4412,N,AA-,AA-,1.25,N,GBP,L,1.18,0.20,93142922.00,0.0149,INVESTMENT_GRADE
EXP000507,CP00131,Y,2.1,2.1,ES,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.0766,Y,,,1.0,N,GBP,L,2.62,1.89,6847867.90,0.0424,NOT_RATED
EXP000508,CP00083,N,3.3,3.3,PL,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3312,N,BBB,BBB,1.0,N,PLN,B,0.51,0.48,173039.19,0.0427,INVESTMENT_GRADE
EXP000509,CP00009,N,1.1,1.1,CH,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4177,N,,AA,1.0,N,PLN,L,3.93,3.52,27162192.25,0.0294,INVESTMENT_GRADE
EXP000510,CP00028,N,4.2,4.2,US,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4190,N,BB+,BB+,1.0,N,GBP,L,2.41,1.28,32891091.27,0.0460,HIGH_YIELD
EXP000511,CP00224,N,3.1,3.1,PL,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4224,Y,,A-,1.0,N,SEK,B,2.28,1.69,32925226.06,0.0171,INVESTMENT_GRADE
EXP000512,CP00192,N,3.2,3.2,US,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0484,Y,,,1.0,N,GBP,L,6.65,1.21,43021239.22,0.0233,NOT_RATED
EXP000513,CP00184,N,2.2,2.2,IT,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.3977,N,A,A,1.0,N,PLN,L,2.24,1.15,43261491.99,0.0455,INVESTMENT_GRADE
EXP000514,CP00153,N,6.2,6.2,GB,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4582,N,CCC,CCC,1.25,N,EUR,L,6.63,1.67,93664266.26,0.1153,HIGH_YIELD
EXP000515,CP00144,N,1.1,1.1,GB,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4230,N,,,1.0,N,CHF,B,8.50,8.43,18331650.38,0.0229,NOT_RATED
EXP000516,CP00211,N,1.2,1.2,IT,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3997,N,,AA-,1.0,N,EUR,L,2.44,0.34,13392496.43,0.0405,INVESTMENT_GRADE
EXP000517,CP00224,N,2.2,2.1,CH,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3826,N,,A,1.0,N,PLN,L,5.69,4.94,19369342.41,0.0068,INVESTMENT_GRADE
EXP000518,CP00028,N,1.1,1.1,US,LGD_RETAIL,PD_CORP,RETAIL,RETAIL,RETAIL,0.3783,N,AA,AA,1.0,N,CHF,B,9.97,0.82,1118962.31,0.0169,INVESTMENT_GRADE
EXP000519,CP00217,N,5.1,5.1,US,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0227,Y,,BB-,1.0,N,USD,L,4.50,0.94,74288728.15,0.0518,HIGH_YIELD
EXP000520,CP00129,N,3.1,3.1,SE,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.0858,Y,,,1.0,N,USD,L,5.59,1.22,53434949.57,0.0442,NOT_RATED
EXP000521,CP00122,N,4.2,4.2,FR,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.4023,N,,BB+,1.0,N,EUR,B,8.15,3.36,14699544.21,0.0257,HIGH_YIELD
EXP000522,CP00259,N,4.3,4.3,SE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4246,N,,BB,1.25,N,SEK,L,2.12,1.06,79168158.59,0.0318,HIGH_YIELD
EXP000523,CP00256,N,2.1,3.2,FR,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.3853,N,,A+,1.0,N,EUR,L,2.17,0.94,42380478.11,0.0435,INVESTMENT_GRADE
EXP000524,CP00131,N,1.2,3.1,CH,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0710,Y,,AA-,1.0,N,EUR,B,9.58,7.61,162027944.71,0.0337,INVESTMENT_GRADE
EXP000525,CP00212,N,5.2,1.1,DE,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.4237,N,,B+,1.0,N,CHF,B,7.92,3.48,42345198.63,0.0732,HIGH_YIELD
EXP000526,CP00196,N,2.2,2.2,IT,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0247,Y,,A,1.0,N,EUR,B,4.67,4.02,15384694.69,0.0095,INVESTMENT_GRADE
EXP000527,CP00094,N,5.1,5.1,GB,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4016,N,,BB-,1.0,N,GBP,B,8.08,3.67,36487263.70,0.0442,HIGH_YIELD
EXP000528,CP00210,N,1.1,1.1,NL,LGD_MDB,PD_SOV,MDB,GENERAL,PUBLIC_SECTOR,0.1002,Y,,AA,1.0,Y,GBP,L,8.74,1.23,90664059.64,0.0395,INVESTMENT_GRADE
EXP000529,CP00020,N,7.2,7.2,NL,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.3701,N,,C,1.0,N,EUR,B,2.53,1.65,26819594.58,0.1360,HIGH_YIELD
EXP000530,CP00059,N,3.1,4.3,ES,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.3983,N,,A-,1.0,N,USD,L,6.98,5.54,25000955.85,0.0311,INVESTMENT_GRADE
EXP000531,CP00244,N,4.3,4.3,US,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3819,N,,BB,1.0,N,EUR,L,7.58,5.01,5118845.92,0.0437,HIGH_YIELD
EXP000532,CP00217,N,3.3,0.1,CH,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0448,Y,,BBB,1.0,N,CHF,B,3.98,2.01,37284342.47,0.0331,INVESTMENT_GRADE
EXP000533,CP00214,N,2.1,3.3,PL,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3854,N,,,1.0,N,USD,L,6.91,4.15,24433806.71,0.0294,NOT_RATED
EXP000534,CP00135,N,4.1,4.1,GB,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0362,Y,BBB-,BBB-,1.0,N,GBP,B,1.73,1.16,130372996.42,0.0251,HIGH_YIELD
EXP000535,CP00173,N,2.1,2.1,FR,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4652,N,A+,A+,1.25,N,SEK,B,5.38,4.88,49709804.33,0.0098,INVESTMENT_GRADE
EXP000536,CP00022,N,5.3,0.1,PL,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3862,N,,B,1.0,N,PLN,L,1.93,0.86,2070546.03,0.0800,HIGH_YIELD
EXP000537,CP00208,N,7.1,7.1,DE,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4104,N,,CC,1.0,N,EUR,B,1.90,0.47,10552294.80,0.1186,HIGH_YIELD
EXP000538,CP00169,N,3.1,3.1,DE,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3703,N,,A-,1.0,N,SEK,L,3.51,2.40,10812401.93,0.0227,INVESTMENT_GRADE
EXP000539,CP00208,Y,2.1,0.1,DE,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4433,N,,,1.25,N,SEK,L,2.28,2.14,55266883.00,0.0349,NOT_RATED
EXP000540,CP00044,N,2.2,2.2,IT,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0551,Y,,A,1.0,N,EUR,L,2.24,0.88,71584922.58,0.0239,INVESTMENT_GRADE
EXP000541,CP00018,N,1.2,1.1,PL,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0297,Y,,AA-,1.0,N,PLN,L,8.12,1.17,46410610.21,0.0089,INVESTMENT_GRADE
EXP000542,CP00192,N,2.1,2.1,US,LGD_RETAIL,PD_CORP,RETAIL,RETAIL,RETAIL,0.3641,N,A+,A+,1.0,N,GBP,L,9.45,1.71,135924.43,0.0281,INVESTMENT_GRADE
EXP000543,CP00059,N,0.1,5.3,IT,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4374,N,,,1.25,N,PLN,B,6.28,1.58,66895777.67,0.0172,NOT_RATED
EXP000544,CP00002,N,5.2,5.2,SE,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3695,N,,B+,1.0,N,CHF,L,1.50,1.14,933650.36,0.0643,HIGH_YIELD
EXP000545,CP00259,N,5.1,3.2,ES,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.4142,Y,,,1.0,N,EUR,L,4.85,1.08,4437920.46,0.0635,NOT_RATED
EXP000546,CP00201,N,4.3,4.3,FR,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4580,N,BB,BB,1.25,N,PLN,B,9.72,7.77,30546496.29,0.0343,HIGH_YIELD
EXP000547,CP00171,N,8.2,4.2,NL,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4232,N,D,D,1.25,N,EUR,B,4.60,0.25,25304591.07,0.3833,HIGH_YIELD
EXP000548,CP00233,N,7.1,7.1,NL,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4662,N,CC,CC,1.25,N,CHF,L,4.23,4.11,48009939.84,0.1224,HIGH_YIELD
EXP000549,CP00032,N,4.3,1.2,DE,LGD_RETAIL,PD_CORP,RETAIL,RETAIL,RETAIL,0.3433,Y,BB,BB,1.0,N,CHF,L,9.87,8.60,895920.50,0.0423,HIGH_YIELD
EXP000550,CP00164,N,1.2,1.2,CH,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4270,N,AA-,AA-,1.25,N,CHF,L,1.71,1.02,23116398.10,0.0450,INVESTMENT_GRADE
EXP000551,CP00132,N,4.1,2.2,IT,LGD_RETAIL,PD_CORP,RETAIL,RESIDENTIAL_REAL_ESTATE,REAL_ESTATE,0.3366,N,BBB-,BBB-,1.0,N,SEK,L,0.71,0.18,417704.07,0.0498,HIGH_YIELD
EXP000552,CP00192,N,2.1,2.1,ES,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4350,N,,A+,1.25,N,EUR,L,6.48,3.32,90685246.72,0.0185,INVESTMENT_GRADE
EXP000553,CP00106,N,2.2,2.1,GB,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0433,Y,,A,1.0,N,EUR,B,4.11,1.95,101076854.40,0.0092,INVESTMENT_GRADE
EXP000554,CP00133,N,1.1,1.1,CH,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.4137,N,,AA,1.0,N,GBP,L,4.84,2.95,34937127.46,0.0390,INVESTMENT_GRADE
EXP000555,CP00120,N,4.2,4.2,SE,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4256,N,BB+,BB+,1.0,N,EUR,L,8.15,1.87,30707841.71,0.0446,HIGH_YIELD
EXP000556,CP00033,N,3.1,3.1,CH,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.4270,N,,A-,1.0,N,USD,L,7.91,7.65,32730536.30,0.0093,INVESTMENT_GRADE
EXP000557,CP00069,N,1.1,8.1,FR,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.3786,N,,AA,1.0,N,GBP,B,7.31,1.15,18688850.07,0.0450,INVESTMENT_GRADE
EXP000558,CP00081,N,1.2,3.1,PL,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4212,N,,AA-,1.25,N,USD,B,9.99,7.08,40033629.67,0.0198,INVESTMENT_GRADE
EXP000559,CP00112,N,3.1,3.1,ES,LGD_MDB,PD_SOV,MDB,GENERAL,PUBLIC_SECTOR,0.0513,Y,,A-,1.0,Y,GBP,B,5.50,3.36,33175163.67,0.0130,INVESTMENT_GRADE
EXP000560,CP00057,N,1.1,1.1,FR,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4521,N,AA,AA,1.25,N,PLN,L,0.55,0.45,25273930.54,0.0380,INVESTMENT_GRADE
EXP000561,CP00093,N,1.1,6.2,SE,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4089,N,,AA,1.0,N,EUR,B,6.84,6.06,986250.53,0.0149,INVESTMENT_GRADE
EXP000562,CP00076,N,2.1,3.3,ES,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4564,N,A+,A+,1.25,N,CHF,L,9.53,2.81,11609433.83,0.0281,INVESTMENT_GRADE
EXP000563,CP00184,N,1.1,4.1,CH,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4511,N,,,1.25,N,SEK,L,5.20,1.08,26089870.49,0.0223,NOT_RATED
EXP000564,CP00056,N,3.2,3.2,GB,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0266,Y,,BBB+,1.0,N,USD,B,5.45,3.67,129161867.17,0.0406,INVESTMENT_GRADE
EXP000565,CP00001,N,8.2,2.1,ES,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4139,N,,D,1.0,N,SEK,L,0.76,0.43,49696339.62,0.3792,HIGH_YIELD
EXP000566,CP00104,N,4.1,4.1,PL,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.4004,N,BBB-,BBB-,1.0,N,EUR,L,5.27,5.09,28045516.69,0.0470,HIGH_YIELD
EXP000567,CP00112,N,5.3,3.3,US,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4005,N,,B,1.0,N,USD,L,3.48,0.49,44878684.99,0.0829,HIGH_YIELD
EXP000568,CP00236,N,0.1,0.1,PL,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.3852,N,,AAA,1.0,N,GBP,L,4.39,0.97,2871002.11,0.0325,INVESTMENT_GRADE
EXP000569,CP00207,N,2.2,2.2,CH,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4048,N,,A,1.0,N,CHF,L,8.60,3.24,21997421.20,0.0448,INVESTMENT_GRADE
EXP000570,CP00005,N,4.2,4.2,DE,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4389,N,,,1.25,N,EUR,L,2.88,2.67,36764594.19,0.0343,NOT_RATED
EXP000571,CP00231,N,2.1,2.1,NL,LGD_RETAIL,PD_CORP,RETAIL,RETAIL,RETAIL,0.3312,N,,A+,1.0,N,GBP,L,6.48,3.69,138631.22,0.0219,INVESTMENT_GRADE
EXP000572,CP00145,N,3.2,3.2,SE,LGD_CORP,PD_CORP,CORP,CORPORATE,CORPORATES,0.4294,Y,,BBB+,1.0,N,USD,L,9.54,8.91,28129060.18,0.0119,INVESTMENT_GRADE
EXP000573,CP00176,N,1.2,1.2,ES,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4355,N,,,1.25,N,PLN,L,9.89,3.06,47378256.90,0.0358,NOT_RATED
EXP000574,CP00036,N,0.1,0.1,ES,LGD_MDB,PD_SOV,MDB,GENERAL,PUBLIC_SECTOR,0.1083,Y,AAA,AAA,1.0,Y,PLN,B,6.27,6.10,74375641.93,0.0132,INVESTMENT_GRADE
EXP000575,CP00233,N,2.2,3.2,CH,LGD_SOV,PD_SOV,SOV,SOVEREIGN,PUBLIC_SECTOR,0.0561,Y,,A,1.0,N,USD,B,9.00,3.66,202222678.86,0.0303,INVESTMENT_GRADE
EXP000576,CP00185,N,2.2,5.3,GB,LGD_CORP,PD_CORP,CORP,OBJECT_FINANCE,CORPORATES,0.4155,N,,A,1.0,N,PLN,L,9.47,4.95,7518887.92,0.0075,INVESTMENT_GRADE
EXP000577,CP00078,N,3.1,3.1,DE,LGD_PSE,PD_SOV,PSE,GENERAL,PUBLIC_SECTOR,0.1041,Y,,A-,1.0,N,USD,B,8.43,8.17,31859636.00,0.0159,INVESTMENT_GRADE
EXP000578,CP00244,N,6.2,6.2,CH,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4746,N,CCC,CCC,1.25,N,PLN,L,9.52,2.96,56072729.93,0.1033,HIGH_YIELD
EXP000579,CP00001,N,4.1,4.1,ES,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4636,N,,BBB-,1.25,N,SEK,L,4.04,3.58,63144191.90,0.0471,HIGH_YIELD
EXP000580,CP00099,N,2.2,2.2,NL,LGD_CORP,PD_CORP,CORP,PROJECT_FINANCE,INFRASTRUCTURE,0.4239,N,,A,1.0,N,PLN,B,8.84,3.59,21373234.77,0.0457,INVESTMENT_GRADE
EXP000581,CP00179,N,5.3,5.3,NL,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4261,N,,B,1.25,N,CHF,L,6.29,3.60,79950784.54,0.0695,HIGH_YIELD
EXP000582,CP00017,N,5.3,5.3,PL,LGD_BANK,PD_BANK,BANK,BANK,FINANCIALS,0.4398,N,,B,1.25,N,SEK,L,9.59,9.20,98306178.12,0.0835,HIGH_YIELD
EXP000583,CP00107,N,6.2,1.1,PL,LGD_CORP,PD_CORP,CORP,SPECIALISED_LENDING,CORPORATES,0.4203,N,,CCC,1.0,N,CHF,L,1.95,1.55,17649935.04,0.1018,HIGH_YIELD
EXP000584,CP00047,N,2.1,2.1,US,LGD_CORP,PD_CORP,CORP,COMMERCIAL_REAL_ESTATE,REAL_ESTATE,0.4267,N,,A+,1.0,N,SEK,B,7.21,4.90,42145121.83,0.0368,INVESTMENT_GRADE
EXP000585,CP00169,N,8.1,8.1,IT,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4071,N,D,D,1.0,N,EUR,L,4.07,0.49,37373960.20,0.2222,HIGH_YIELD
EXP000586,CP00062,N,1.2,1.2,DE,LGD_CORP,PD_CORP,CORP,COMMODITIES_FINANCE,COMMODITIES,0.4184,Y,,,1.0,N,EUR,L,3.56,2.60,47778076.15,0.0353,NOT_RATED
EXP000587,CP00209,N,3.2,3.2,SE,LGD_FI,PD_BANK,FI,FINANCIAL_INSTITUTION,FINANCIALS,0.4498,N,,BBB+,1.25,N,GBP,L,8.37,3.68,59526844.53,0.0217,INVESTMENT_GRADE
